,name,sex,births,year
1964,Harrison,M,270,2003
1965,Holly,F,175,2003
1966,Sean,M,83,2003
1967,Mackenzie,F,72,2003
1968,James,M,255,2003
1969,Caitlin,F,172,2003
1970,Kai,M,81,2003
1971,Alyssa,F,71,2003
1972,Michael,M,245,2003
1973,Amy,F,170,2003
1974,Brodie,M,80,2003
1975,Tiana,F,70,2003
1976,Ethan,M,244,2003
1977,Ruby,F,163,2003
1978,Charles,M,79,2003
1979,Ava,F,69,2003
1980,Connor,M,243,2003
1981,Hannah,F,159,2003
1982,Brayden,M,79,2003
1983,Kiara,F,69,2003
1984,Mitchell,M,235,2003
1985,Madison,F,158,2003
1986,Adrian,M,78,2003
1987,Ellie,F,68,2003
1988,Adam,M,235,2003
1989,Sophie,F,153,2003
1990,Toby,M,77,2003
1991,Alice,F,67,2003
1992,Max,M,224,2003
1993,Lucy,F,151,2003
1994,Isaac,M,76,2003
1995,Bethany,F,66,2003
1996,Cooper,M,216,2003
1997,Samantha,F,147,2003
1998,Oscar,M,76,2003
1999,Maya,F,66,2003
2000,Joshua,M,965,2002
2001,Emily,F,672,2002
2002,Tyler,M,162,2002
2003,Taylor,F,126,2002
2004,Lachlan,M,815,2002
2005,Jessica,F,609,2002
2006,John,M,155,2002
2007,Bianca,F,125,2002
2008,Jack,M,814,2002
2009,Chloe,F,545,2002
2010,Aidan,M,151,2002
2011,Erin,F,125,2002
2012,Thomas,M,652,2002
2013,Isabella,F,505,2002
2014,Callum,M,150,2002
2015,Tara,F,124,2002
2016,Ethan,M,603,2002
2017,Sarah,F,467,2002
2018,Sebastian,M,145,2002
2019,Isabelle,F,124,2002
2020,Daniel,M,596,2002
2021,Sophie,F,444,2002
2022,Alex,M,140,2002
2023,Tayla,F,124,2002
2024,James,M,594,2002
2025,Georgia,F,441,2002
2026,Sean,M,138,2002
2027,Sophia,F,123,2002
2028,Nicholas,M,585,2002
2029,Olivia,F,438,2002
2030,Cody,M,137,2002
2031,Paige,F,123,2002
2032,William,M,579,2002
2033,Grace,F,397,2002
2034,Timothy,M,135,2002
2035,Kate,F,122,2002
2036,Benjamin,M,573,2002
2037,Hannah,F,375,2002
2038,Brandon,M,134,2002
2039,Amber,F,122,2002
2040,Matthew,M,534,2002
2041,Ella,F,361,2002
2042,Jonathan,M,130,2002
2043,Mikayla,F,121,2002
2044,Liam,M,528,2002
2045,Emma,F,317,2002
2046,Jeremy,M,130,2002
2047,Amy,F,118,2002
2048,Luke,M,516,2002
2049,Jasmine,F,315,2002
2050,Christian,M,129,2002
2051,Natasha,F,118,2002
2052,Samuel,M,469,2002
2053,Charlott,F,296,2002
2054,Jason,M,129,2002
2055,Kiara,F,117,2002
2056,Jacob,M,457,2002
2057,Caitlin,F,288,2002
2058,Declan,M,128,2002
2059,Zoe,F,115,2002
2060,Ryan,M,439,2002
2061,Lauren,F,251,2002
2062,Corey,M,126,2002
2063,Monique,F,114,2002
2064,Dylan,M,420,2002
2065,Jade,F,240,2002
2066,Jesse,M,126,2002
2067,Rachel,F,113,2002
2068,Alexander,M,403,2002
2069,Maddison,F,221,2002
2070,George,M,124,2002
2071,Madeline,F,107,2002
2072,Jayden,M,385,2002
2073,Gabriell,F,220,2002
2074,Lucas,M,122,2002
2075,Claire,F,105,2002
2076,Jordan,M,358,2002
2077,Lily,F,214,2002
2078,Peter,M,121,2002
2079,Mackenzi,F,102,2002
2080,Nathan,M,340,2002
2081,Lara,F,207,2002
2082,Justin,M,121,2002
2083,Madelein,F,102,2002
2084,Michael,M,335,2002
2085,Madison,F,203,2002
2086,Marcus,M,118,2002
2087,Alicia,F,101,2002
2088,Connor,M,314,2002
2089,Holly,F,202,2002
2090,Logan,M,117,2002
2091,Victoria,F,99,2002
2092,Mitchell,M,307,2002
2093,Samantha,F,199,2002
2094,Oscar,M,117,2002
2095,Mia,F,99,2002
2096,Harrison,M,307,2002
2097,Hayley,F,198,2002
2098,Bradley,M,111,2002
2099,Alana,F,98,2002
2100,Joshua,M,1013,2001
2101,Jessica,F,717,2001
2102,Tyler,M,175,2001
2103,Bianca,F,132,2001
2104,Jack,M,831,2001
2105,Olivia,F,492,2001
2106,John,M,168,2001
2107,Brianna,F,132,2001
2108,Lachlan,M,785,2001
2109,Georgia,F,480,2001
2110,Timothy,M,167,2001
2111,Tahlia,F,122,2001
2112,Thomas,M,742,2001
2113,Isabella,F,475,2001
2114,Bradley,M,165,2001
2115,Gabrielle,F,122,2001
2116,James,M,691,2001
2117,Sophie,F,446,2001
2118,Caleb,M,165,2001
2119,Madeline,F,122,2001
2120,Daniel,M,655,2001
2121,Hannah,F,436,2001
2122,Jesse,M,162,2001
2123,Jennifer,F,117,2001
2124,Nicholas,M,628,2001
2125,Emma,F,419,2001
2126,Justin,M,162,2001
2127,Monique,F,117,2001
2128,Matthew,M,621,2001
2129,Emily,F,363,2001
2130,Jeremy,M,160,2001
2131,Ashley,F,116,2001
2132,Benjamin,M,615,2001
2133,Caitlin,F,341,2001
2134,Brandon,M,157,2001
2135,Claire,F,112,2001
2136,William,M,595,2001
2137,Chloe,F,290,2001
2138,Jason,M,156,2001
2139,Angela,F,110,2001
2140,Jacob,M,552,2001
2141,Zoe,F,284,2001
2142,Jonathan,M,147,2001
2143,Madeleine,F,104,2001
2144,Luke,M,517,2001
2145,Lauren,F,282,2001
2146,Christia,M,143,2001
2147,Abby,F,104,2001
2148,Liam,M,511,2001
2149,Jasmine,F,280,2001
2150,Peter,M,141,2001
2151,Holly,F,102,2001
2152,Samuel,M,501,2001
2153,Amy,F,274,2001
2154,Alex,M,139,2001
2155,Sophia,F,101,2001
2156,Dylan,M,486,2001
2157,Sarah,F,271,2001
2158,Cody,M,139,2001
2159,Victoria,F,99,2001
2160,Ryan,M,485,2001
2161,Madison,F,270,2001
2162,Brendan,M,138,2001
2163,Bethany,F,96,2001
2164,Ethan,M,437,2001
2165,Charlotte,F,265,2001
2166,Corey,M,134,2001
2167,Mikayla,F,93,2001
2168,Nathan,M,436,2001
2169,Samantha,F,260,2001
2170,Henry,M,127,2001
2171,Alicia,F,89,2001
2172,Alexander,M,430,2001
2173,Ella,F,250,2001
2174,Sean,M,125,2001
2175,Laura,F,88,2001
2176,Michael,M,427,2001
2177,Maddison,F,231,2001
2178,Aidan,M,123,2001
2179,Vanessa,F,86,2001
2180,Jordan,M,412,2001
2181,Jade,F,220,2001
2182,Declan,M,121,2001
2183,Kaitlyn,F,86,2001
2184,Harrison,M,371,2001
2185,Lily,F,207,2001
2186,Oscar,M,117,2001
2187,Mackenzie,F,85,2001
2188,Mitchell,M,365,2001
2189,Brooke,F,200,2001
2190,Rhys,M,117,2001
2191,Danielle,F,84,2001
2192,Jake,M,361,2001
2193,Ruby,F,196,2001
2194,Robert,M,116,2001
2195,Christina,F,84,2001
2196,Cameron,M,313,2001
2197,Lucy,F,194,2001
2198,Marcus,M,116,2001
2199,Nicole,F,84,2001
2200,Joshua,M,846,2000
2201,Jessica,F,653,2000
2202,Brandon,M,157,2000
2203,Amber,F,119,2000
2204,Jack,M,738,2000
2205,Emily,F,614,2000
2206,Jason,M,154,2000
2207,Alyssa,F,117,2000
2208,Thomas,M,700,2000
2209,Sarah,F,538,2000
2210,Harry,M,153,2000
2211,Monique,F,116,2000
2212,Lachlan,M,683,2000
2213,Georgia,F,473,2000
2214,Timothy,M,152,2000
2215,Isabelle,F,116,2000
2216,Matthew,M,633,2000
2217,Olivia,F,434,2000
2218,Callum,M,138,2000
2219,Brittany,F,114,2000
2220,James,M,620,2000
2221,Emma,F,395,2000
2222,Justin,M,134,2000
2223,Taylah,F,114,2000
2224,Daniel,M,597,2000
2225,Chloe,F,389,2000
2226,Tyler,M,133,2000
2227,Molly,F,113,2000
2228,Nicholas,M,528,2000
2229,Sophie,F,375,2000
2230,Cody,M,130,2000
2231,Ruby,F,113,2000
2232,Benjamin,M,518,2000
2233,Hannah,F,346,2000
2234,Caleb,M,128,2000
2235,Mia,F,109,2000
2236,William,M,513,2000
2237,Isabella,F,337,2000
2238,Peter,M,124,2000
2239,Kayla,F,107,2000
2240,Ryan,M,469,2000
2241,Caitlin,F,295,2000
2242,Jarrod,M,124,2000
2243,Phoebe,F,105,2000
2244,Jacob,M,463,2000
2245,Grace,F,264,2000
2246,Sean,M,123,2000
2247,Claire,F,104,2000
2248,Samuel,M,453,2000
2249,Samantha,F,251,2000
2250,Brendan,M,120,2000
2251,Erin,F,103,2000
2252,Liam,M,446,2000
2253,Amy,F,237,2000
2254,Kevin,M,119,2000
2255,Julia,F,103,2000
2256,Luke,M,442,2000
2257,Lauren,F,230,2000
2258,Corey,M,117,2000
2259,Sophia,F,101,2000
2260,Dylan,M,389,2000
2261,Jasmine,F,225,2000
2262,Jonathan,M,116,2000
2263,Ebony,F,99,2000
2264,Michael,M,378,2000
2265,Zoe,F,215,2000
2266,Lucas,M,115,2000
2267,Tahlia,F,99,2000
2268,Mitchell,M,374,2000
2269,Laura,F,206,2000
2270,Aidan,M,113,2000
2271,Jennifer,F,98,2000
2272,Nathan,M,362,2000
2273,Rebecca,F,193,2000
2274,Logan,M,111,2000
2275,Eliza,F,95,2000
2276,Alexande,M,358,2000
2277,Maddison,F,193,2000
2278,Alex,M,110,2000
2279,Kiara,F,93,2000
2280,Ethan,M,337,2000
2281,Brooke,F,192,2000
2282,Rhys,M,107,2000
2283,Lara,F,92,2000
2284,Jordan,M,323,2000
2285,Madison,F,191,2000
2286,Jeremy,M,103,2000
2287,Tara,F,92,2000
2288,Jake,M,302,2000
2289,Jade,F,184,2000
2290,Christia,M,102,2000
2291,Victoria,F,90,2000
2292,Harrison,M,281,2000
2293,Chelsea,F,183,2000
2294,Robert,M,100,2000
2295,Paige,F,88,2000
2296,Andrew,M,277,2000
2297,Charlotte,F,182,2000
2298,George,M,99,2000
2299,Megan,F,88,2000
2300,Matthew,M,1864,1989
2301,Jessica,F,1843,1989
2302,Richard,M,207,1989
2303,Claire,F,167,1989
2304,Daniel,M,1673,1989
2305,Sarah,F,1216,1989
2306,Jonathan,M,201,1989
2307,Jenna,F,166,1989
2308,Christopher,M,1448,1989
2309,Emma,F,1042,1989
2310,Trent,M,200,1989
2311,Katrina,F,165,1989
2312,Joshua,M,1371,1989
2313,Samantha,F,939,1989
2314,Jeremy,M,197,1989
2315,Rachael,F,164,1989
2316,Michael,M,1318,1989
2317,Rebecca,F,916,1989
2318,Liam,M,178,1989
2319,Alicia,F,158,1989
2320,Benjamin,M,1203,1989
2321,Lauren,F,668,1989
2322,Jordan,M,177,1989
2323,Tamara,F,157,1989
2324,James,M,1193,1989
2325,Amy,F,660,1989
2326,Phillip,M,176,1989
2327,Kirsty,F,155,1989
2328,Luke,M,954,1989
2329,Nicole,F,545,1989
2330,Corey,M,172,1989
2331,Vanessa,F,153,1989
2332,David,M,907,1989
2333,Emily,F,524,1989
2334,Dylan,M,171,1989
2335,Jasmine,F,149,1989
2336,Nathan,M,868,1989
2337,Stephanie,F,511,1989
2338,Craig,M,169,1989
2339,Monique,F,148,1989
2340,Thomas,M,860,1989
2341,Amanda,F,507,1989
2342,Todd,M,165,1989
2343,Zoe,F,146,1989
2344,Mitchell,M,824,1989
2345,Laura,F,498,1989
2346,George,M,164,1989
2347,Victoria,F,144,1989
2348,Adam,M,793,1989
2349,Ashleigh,F,496,1989
2350,Brett,M,160,1989
2351,Kathryn,F,141,1989
2352,Nicholas,M,742,1989
2353,Natalie,F,468,1989
2354,Ashley,M,158,1989
2355,Tegan,F,140,1989
2356,Aaron,M,608,1989
2357,Elizabeth,F,406,1989
2358,Zachary,M,156,1989
2359,Alice,F,140,1989
2360,Samuel,M,608,1989
2361,Rachel,F,394,1989
2362,Adrian,M,154,1989
2363,Casey,F,140,1989
2364,Alexander,M,589,1989
2365,Kate,F,386,1989
2366,Ben,M,148,1989
2367,Lucy,F,139,1989
2368,Scott,M,551,1989
2369,Lisa,F,331,1989
2370,Troy,M,147,1989
2371,Alison,F,137,1989
2372,Jason,M,549,1989
2373,Alexandra,F,329,1989
2374,Alex,M,143,1989
2375,Jacqueline,F,137,1989
2376,Ryan,M,528,1989
2377,Michelle,F,320,1989
2378,Damien,M,143,1989
2379,Christine,F,136,1989
2380,Robert,M,528,1989
2381,Hannah,F,317,1989
2382,Jared,M,142,1989
2383,Carly,F,133,1989
2384,Anthony,M,479,1989
2385,Ashley,F,312,1989
2386,Beau,M,139,1989
2387,Alana,F,133,1989
2388,John,M,476,1989
2389,Natasha,F,309,1989
2390,Edward,M,136,1989
2391,Jessie,F,131,1989
2392,Mark,M,423,1989
2393,Erin,F,269,1989
2394,Shannon,M,126,1989
2395,Rhiannon,F,131,1989
2396,Bradley,M,421,1989
2397,Megan,F,259,1989
2398,Martin,M,123,1989
2399,Grace,F,130,1989
2400,Daniel,M,1554,1988
2401,Jessica,F,1474,1988
2402,Jack,M,184,1988
2403,Carly,F,160,1988
2404,Matthew,M,1539,1988
2405,Sarah,F,1205,1988
2406,Troy,M,179,1988
2407,Claire,F,159,1988
2408,Christopher,M,1396,1988
2409,Emma,F,945,1988
2410,Richard,M,177,1988
2411,Jacqueline,F,158,1988
2412,Michael,M,1299,1988
2413,Samantha,F,843,1988
2414,Jesse,M,174,1988
2415,Alicia,F,158,1988
2416,Benjamin,M,1085,1988
2417,Rebecca,F,820,1988
2418,Todd,M,165,1988
2419,Katrina,F,156,1988
2420,James,M,1064,1988
2421,Melissa,F,685,1988
2422,Craig,M,160,1988
2423,Alison,F,152,1988
2424,Andrew,M,989,1988
2425,Amy,F,679,1988
2426,Adrian,M,160,1988
2427,Jasmine,F,150,1988
2428,David,M,867,1988
2429,Amanda,F,606,1988
2430,Ben,M,160,1988
2431,Kathryn,F,148,1988
2432,Luke,M,797,1988
2433,Nicole,F,517,1988
2434,Phillip,M,157,1988
2435,Sally,F,141,1988
2436,Thomas,M,735,1988
2437,Danielle,F,507,1988
2438,Dylan,M,157,1988
2439,Elise,F,141,1988
2440,Adam,M,728,1988
2441,Laura,F,448,1988
2442,Lachlan,M,149,1988
2443,Christine,F,139,1988
2444,Nathan,M,711,1988
2445,Natalie,F,421,1988
2446,Ashley,M,145,1988
2447,Tiffany,F,138,1988
2448,Mitchell,M,658,1988
2449,Stephanie,F,415,1988
2450,Rhys,M,137,1988
2451,Tamara,F,136,1988
2452,Timothy,M,650,1988
2453,Ashleigh,F,412,1988
2454,Jared,M,136,1988
2455,Zoe,F,135,1988
2456,Scott,M,608,1988
2457,Kate,F,383,1988
2458,George,M,131,1988
2459,Tegan,F,133,1988
2460,Jason,M,556,1988
2461,Elizabeth,F,381,1988
2462,Shannon,M,129,1988
2463,Catherine,F,131,1988
2464,Alexander,M,493,1988
2465,Lisa,F,342,1988
2466,Gregory,M,129,1988
2467,Kirsty,F,127,1988
2468,John,M,477,1988
2469,Rachel,F,336,1988
2470,Zachary,M,124,1988
2471,Leah,F,121,1988
2472,Ryan,M,465,1988
2473,Alexandra,F,334,1988
2474,Sam,M,124,1988
2475,Louise,F,115,1988
2476,Robert,M,463,1988
2477,Michelle,F,315,1988
2478,Beau,M,120,1988
2479,Gemma,F,114,1988
2480,Peter,M,454,1988
2481,Ashley,F,289,1988
2482,Corey,M,119,1988
2483,Sara,F,114,1988
2484,Aaron,M,441,1988
2485,Kylie,F,288,1988
2486,Grant,M,119,1988
2487,Chantelle,F,114,1988
2488,Samuel,M,436,1988
2489,Erin,F,268,1988
2490,Liam,M,119,1988
2491,Alana,F,109,1988
2492,Mark,M,425,1988
2493,Megan,F,266,1988
2494,Dale,M,116,1988
2495,Lucy,F,108,1988
2496,Anthony,M,416,1988
2497,Katherine,F,248,1988
2498,Darren,M,116,1988
2499,Alyce,F,105,1988
2500,Matthew,M,1544,1987
2501,Jessica,F,1402,1987
2502,Jeremy,M,187,1987
2503,Sara,F,158,1987
2504,Daniel,M,1528,1987
2505,Sarah,F,1247,1987
2506,Troy,M,162,1987
2507,Ashlee,F,156,1987
2508,Christopher,M,1360,1987
2509,Rebecca,F,874,1987
2510,Blake,M,154,1987
2511,Jacqueline,F,149,1987
2512,Michael,M,1236,1987
2513,Samantha,F,834,1987
2514,Ben,M,154,1987
2515,Hayley,F,148,1987
2516,Andrew,M,1043,1987
2517,Amanda,F,779,1987
2518,Trent,M,153,1987
2519,Bianca,F,148,1987
2520,Benjamin,M,1011,1987
2521,Amy,F,664,1987
2522,Jesse,M,145,1987
2523,Rachael,F,148,1987
2524,James,M,988,1987
2525,Melissa,F,638,1987
2526,Grant,M,145,1987
2527,Claire,F,148,1987
2528,Luke,M,897,1987
2529,Lauren,F,585,1987
2530,Todd,M,142,1987
2531,Kathryn,F,145,1987
2532,Joshua,M,845,1987
2533,Nicole,F,490,1987
2534,Shannon,M,136,1987
2535,Katrina,F,145,1987
2536,Adam,M,765,1987
2537,Kylie,F,416,1987
2538,Beau,M,134,1987
2539,Christine,F,141,1987
2540,Timothy,M,735,1987
2541,Natalie,F,402,1987
2542,Jack,M,127,1987
2543,Louise,F,139,1987
2544,Nathan,M,695,1987
2545,Danielle,F,401,1987
2546,Lachlan,M,126,1987
2547,Kirsty,F,137,1987
2548,Mitchell,M,688,1987
2549,Laura,F,388,1987
2550,Dylan,M,125,1987
2551,Alyce,F,134,1987
2552,Scott,M,644,1987
2553,Ashley,F,379,1987
2554,Liam,M,125,1987
2555,Holly,F,129,1987
2556,Nicholas,M,576,1987
2557,Elizabeth,F,371,1987
2558,Rhys,M,125,1987
2559,Carly,F,129,1987
2560,Jason,M,556,1987
2561,Stephanie,F,371,1987
2562,Ashley,M,124,1987
2563,Kimberley,F,129,1987
2564,Mark,M,500,1987
2565,Lisa,F,369,1987
2566,Damien,M,124,1987
2567,Zoe,F,127,1987
2568,Ryan,M,480,1987
2569,Megan,F,345,1987
2570,Gregory,M,122,1987
2571,Simone,F,118,1987
2572,Robert,M,477,1987
2573,Rachel,F,334,1987
2574,George,M,121,1987
2575,Tegan,F,116,1987
2576,Aaron,M,474,1987
2577,Alexandra,F,319,1987
2578,Jared,M,120,1987
2579,Leah,F,114,1987
2580,Peter,M,462,1987
2581,Michelle,F,305,1987
2582,Corey,M,119,1987
2583,Alana,F,110,1987
2584,Anthony,M,445,1987
2585,Ashleigh,F,299,1987
2586,Edward,M,117,1987
2587,Tamara,F,109,1987
2588,John,M,432,1987
2589,Erin,F,283,1987
2590,Jake,M,114,1987
2591,Naomi,F,107,1987
2592,Steven,M,405,1987
2593,Emily,F,281,1987
2594,Brent,M,114,1987
2595,Jasmine,F,106,1987
2596,Alexander,M,404,1987
2597,Renee,F,240,1987
2598,Ian,M,114,1987
2599,Kathleen,F,106,1987
2600,Matthew,M,1597,1986
2601,Jessica,F,1369,1986
2602,Sean,M,187,1986
2603,Katrina,F,155,1986
2604,Christopher,M,1442,1986
2605,Sarah,F,1274,1986
2606,Trent,M,181,1986
2607,Rachael,F,155,1986
2608,Daniel,M,1440,1986
2609,Rebecca,F,895,1986
2610,Jamie,M,178,1986
2611,Bianca,F,154,1986
2612,Michael,M,1280,1986
2613,Amanda,F,769,1986
2614,Jacob,M,169,1986
2615,Claire,F,151,1986
2616,Andrew,M,1098,1986
2617,Melissa,F,631,1986
2618,Todd,M,156,1986
2619,Courtney,F,147,1986
2620,James,M,1030,1986
2621,Nicole,F,627,1986
2622,Ashley,M,154,1986
2623,Kathryn,F,145,1986
2624,David,M,991,1986
2625,Lauren,F,606,1986
2626,Grant,M,143,1986
2627,Hannah,F,145,1986
2628,Luke,M,923,1986
2629,Amy,F,600,1986
2630,Ian,M,139,1986
2631,Sally,F,142,1986
2632,Joshua,M,781,1986
2633,Samantha,F,564,1986
2634,Gregory,M,138,1986
2635,Joanne,F,141,1986
2636,Adam,M,779,1986
2637,Kate,F,419,1986
2638,Shannon,M,135,1986
2639,Carly,F,133,1986
2640,Nathan,M,770,1986
2641,Kylie,F,400,1986
2642,Ben,M,134,1986
2643,Sophie,F,132,1986
2644,Timothy,M,759,1986
2645,Rachel,F,390,1986
2646,Jesse,M,127,1986
2647,Gemma,F,130,1986
2648,Scott,M,611,1986
2649,Lisa,F,379,1986
2650,Damien,M,126,1986
2651,Holly,F,129,1986
2652,Mitchell,M,602,1986
2653,Laura,F,373,1986
2654,George,M,120,1986
2655,Christine,F,128,1986
2656,Thomas,M,571,1986
2657,Natalie,F,370,1986
2658,Corey,M,119,1986
2659,Tegan,F,125,1986
2660,Nicholas,M,555,1986
2661,Elizabeth,F,368,1986
2662,Lachlan,M,116,1986
2663,Louise,F,124,1986
2664,Aaron,M,543,1986
2665,Danielle,F,361,1986
2666,Kevin,M,112,1986
2667,Leah,F,123,1986
2668,Peter,M,531,1986
2669,Stephanie,F,342,1986
2670,Dylan,M,112,1986
2671,Simone,F,122,1986
2672,Jason,M,521,1986
2673,Michelle,F,329,1986
2674,Brent,M,111,1986
2675,Tiffany,F,122,1986
2676,Robert,M,521,1986
2677,Katie,F,282,1986
2678,Martin,M,109,1986
2679,Tamara,F,110,1986
2680,Ryan,M,518,1986
2681,Megan,F,282,1986
2682,Blake,M,105,1986
2683,Kirsty,F,110,1986
2684,John,M,477,1986
2685,Erin,F,279,1986
2686,Jonathon,M,104,1986
2687,Krystal,F,108,1986
2688,Mark,M,468,1986
2689,Kristy,F,279,1986
2690,Dane,M,104,1986
2691,Naomi,F,107,1986
2692,Paul,M,428,1986
2693,Tara,F,270,1986
2694,Gavin,M,102,1986
2695,Zoe,F,106,1986
2696,Anthony,M,418,1986
2697,Emily,F,265,1986
2698,Darren,M,100,1986
2699,Fiona,F,105,1986
2700,Matthew,M,1541,1985
2701,Jessica,F,1187,1985
2702,Grant,M,183,1985
2703,Christine,F,158,1985
2704,Christopher,M,1494,1985
2705,Sarah,F,1040,1985
2706,Phillip,M,181,1985
2707,Rachael,F,153,1985
2708,Daniel,M,1458,1985
2709,Rebecca,F,925,1985
2710,Ben,M,161,1985
2711,Louise,F,151,1985
2712,Michael,M,1390,1985
2713,Amanda,F,806,1985
2714,Ashley,M,157,1985
2715,Karina,F,138,1985
2716,David,M,1099,1985
2717,Melissa,F,655,1985
2718,Gregory,M,150,1985
2719,Fiona,F,133,1985
2720,Andrew,M,1086,1985
2721,Amy,F,653,1985
2722,Kyle,M,147,1985
2723,Bianca,F,132,1985
2724,James,M,1019,1985
2725,Nicole,F,652,1985
2726,Jacob,M,143,1985
2727,Leah,F,132,1985
2728,Benjamin,M,955,1985
2729,Emma,F,505,1985
2730,Troy,M,138,1985
2731,Gemma,F,131,1985
2732,Adam,M,917,1985
2733,Lisa,F,485,1985
2734,Trent,M,135,1985
2735,Ashley,F,130,1985
2736,Joshua,M,862,1985
2737,Kylie,F,419,1985
2738,Ian,M,134,1985
2739,Sophie,F,128,1985
2740,Timothy,M,768,1985
2741,Natalie,F,412,1985
2742,Darren,M,134,1985
2743,Kayla,F,128,1985
2744,Nathan,M,765,1985
2745,Samantha,F,411,1985
2746,George,M,129,1985
2747,Courtney,F,126,1985
2748,Mark,M,586,1985
2749,Kate,F,399,1985
2750,Blake,M,127,1985
2751,Jodie,F,126,1985
2752,Scott,M,586,1985
2753,Michelle,F,386,1985
2754,Shannon,M,126,1985
2755,Tegan,F,125,1985
2756,Jason,M,571,1985
2757,Laura,F,369,1985
2758,Stuart,M,118,1985
2759,Kimberley,F,124,1985
2760,Nicholas,M,569,1985
2761,Elizabeth,F,356,1985
2762,Kevin,M,110,1985
2763,Hannah,F,123,1985
2764,Peter,M,553,1985
2765,Erin,F,334,1985
2766,Jay,M,110,1985
2767,Tamara,F,123,1985
2768,Robert,M,543,1985
2769,Jennifer,F,332,1985
2770,Dylan,M,109,1985
2771,Zoe,F,122,1985
2772,John,M,528,1985
2773,Tara,F,321,1985
2774,Brendon,M,109,1985
2775,Naomi,F,118,1985
2776,Mitchell,M,507,1985
2777,Kelly,F,315,1985
2778,Dane,M,107,1985
2779,Holly,F,117,1985
2780,Ryan,M,497,1985
2781,Kristy,F,308,1985
2782,Lachlan,M,107,1985
2783,Krystal,F,116,1985
2784,Paul,M,491,1985
2785,Renee,F,302,1985
2786,Damien,M,106,1985
2787,Joanne,F,114,1985
2788,Aaron,M,489,1985
2789,Rachel,F,300,1985
2790,Martin,M,105,1985
2791,Sara,F,112,1985
2792,Brendan,M,457,1985
2793,Danielle,F,295,1985
2794,Gavin,M,104,1985
2795,Carly,F,112,1985
2796,Thomas,M,446,1985
2797,Katherine,F,286,1985
2798,Jeffrey,M,98,1985
2799,Jasmine,F,111,1985
2800,Matthew,M,1699,1984
2801,Jessica,F,1249,1984
2802,Gregory,M,211,1984
2803,Holly,F,180,1984
2804,Daniel,M,1667,1984
2805,Sarah,F,1166,1984
2806,Troy,M,199,1984
2807,Leah,F,178,1984
2808,Michael,M,1612,1984
2809,Rebecca,F,1146,1984
2810,Jamie,M,195,1984
2811,Claire,F,177,1984
2812,Christopher,M,1600,1984
2813,Melissa,F,814,1984
2814,Jeremy,M,193,1984
2815,Rachael,F,169,1984
2816,David,M,1297,1984
2817,Amanda,F,752,1984
2818,Todd,M,176,1984
2819,Joanne,F,163,1984
2820,Andrew,M,1238,1984
2821,Lauren,F,738,1984
2822,Blake,M,171,1984
2823,Sara,F,158,1984
2824,Benjamin,M,1164,1984
2825,Lisa,F,656,1984
2826,Stuart,M,168,1984
2827,Tanya,F,158,1984
2828,James,M,1077,1984
2829,Nicole,F,644,1984
2830,George,M,165,1984
2831,Fiona,F,158,1984
2832,Luke,M,1066,1984
2833,Emma,F,584,1984
2834,Dane,M,159,1984
2835,Alana,F,157,1984
2836,Joshua,M,896,1984
2837,Michelle,F,566,1984
2838,Jacob,M,157,1984
2839,Bianca,F,155,1984
2840,Timothy,M,866,1984
2841,Kylie,F,539,1984
2842,Gavin,M,152,1984
2843,Karina,F,154,1984
2844,Nathan,M,855,1984
2845,Erin,F,536,1984
2846,Ian,M,152,1984
2847,Karen,F,153,1984
2848,Scott,M,754,1984
2849,Natalie,F,476,1984
2850,Damien,M,150,1984
2851,Crystal,F,153,1984
2852,Mark,M,721,1984
2853,Kate,F,467,1984
2854,Darren,M,149,1984
2855,Carly,F,145,1984
2856,Nicholas,M,672,1984
2857,Elizabeth,F,430,1984
2858,Kevin,M,149,1984
2859,Krystal,F,144,1984
2860,Peter,M,670,1984
2861,Samantha,F,416,1984
2862,Trent,M,147,1984
2863,Simone,F,143,1984
2864,Steven,M,616,1984
2865,Kristy,F,406,1984
2866,Brendon,M,141,1984
2867,Naomi,F,142,1984
2868,Jason,M,601,1984
2869,Laura,F,399,1984
2870,Brenton,M,139,1984
2871,Leanne,F,141,1984
2872,Ryan,M,599,1984
2873,Rachel,F,377,1984
2874,Lee,M,136,1984
2875,Gemma,F,140,1984
2876,Paul,M,588,1984
2877,Jennifer,F,375,1984
2878,Jay,M,127,1984
2879,Melinda,F,140,1984
2880,John,M,577,1984
2881,Angela,F,367,1984
2882,Martin,M,127,1984
2883,Kellie,F,140,1984
2884,Aaron,M,556,1984
2885,Danielle,F,362,1984
2886,Evan,M,125,1984
2887,Courtney,F,138,1984
2888,Anthony,M,518,1984
2889,Kelly,F,361,1984
2890,Wayne,M,122,1984
2891,Casey,F,137,1984
2892,Mitchell,M,441,1984
2893,Tara,F,351,1984
2894,Shannon,M,119,1984
2895,Julie,F,137,1984
2896,Thomas,M,426,1984
2897,Katie,F,332,1984
2898,Brent,M,117,1984
2899,Amber,F,136,1984
2900,Michael,M,1522,1983
2901,Sarah,F,1010,1983
2902,Cameron,M,182,1983
2903,Kathryn,F,161,1983
2904,Matthew,M,1438,1983
2905,Rebecca,F,1001,1983
2906,Sean,M,177,1983
2907,Tanya,F,156,1983
2908,Christopher,M,1391,1983
2909,Jessica,F,916,1983
2910,Ben,M,174,1983
2911,Rachael,F,152,1983
